month,season,temperature,precipitation,job_type,village_population,num_jobs_posted,avg_wage
5,Summer,44.911927383863144,2.2885783725899165,Handlooms and Handicrafts,1373,6,400
4,Summer,40.14127692634793,8.615458062165315,Retail,3134,17,401
6,Monsoon,28.365418207680072,73.71369671410444,Electronics and IT hardware,1392,8,647
11,Winter,28.091033930379677,47.98207126513709,"Travel, Tourism and Hospitality",3125,14,511
12,Winter,33.882009992949456,26.727782161733476,Healthcare,2139,15,591
3,Summer,44.59558741975784,4.604482896090781,Food Processing,4412,20,400
10,Winter,39.88078760783391,47.54417967194508,IT and ITeS,3262,14,801
2,Winter,33.49802485565429,24.517712013495284,Pharmaceuticals,1933,9,563
1,Winter,37.7147792469827,23.983949640535307,Furniture and Furnishing,4140,20,403
1,Winter,33.9154432128275,30.975615601395965,Food Processing,1458,10,402
1,Winter,42.1563238748853,22.086898391413506,Domestic Help,4313,20,288
3,Summer,40.365315803799,7.1910847173415435,Textile and Clothing,2854,13,363
7,Monsoon,43.49206679067247,91.8648193201861,"Travel, Tourism and Hospitality",2762,13,520
7,Monsoon,35.39380726411746,86.32981653401986,Leather and Leather Goods,4804,26,419
12,Winter,40.89806901137726,4.860525899965423,Healthcare,3025,14,609
12,Winter,37.6482727532553,5.220080815350581,Pharmaceuticals,4701,24,575
4,Summer,43.29985514970591,4.490249913559019,Media and Entertainment,1678,10,502
4,Summer,36.51366434324048,1.2154188000168065,Handlooms and Handicrafts,2323,13,394
10,Winter,37.276049152453396,41.21027599712418,Healthcare,4545,20,614
7,Monsoon,24.7119108021449,42.45280818752339,Furniture and Furnishing,3237,19,410
8,Monsoon,43.94017277518185,84.38575487537683,Private Security Services,1980,8,399
7,Monsoon,24.679845144635255,50.718001365482394,"Travel, Tourism and Hospitality",3922,22,520
5,Summer,43.018788594086885,8.576692501750264,Furniture and Furnishing,1016,3,399
8,Monsoon,41.73984145880774,73.09269501700841,"Travel, Tourism and Hospitality",1742,10,507
1,Winter,23.999006219383773,20.670259803431414,Private Security Services,4265,25,385
2,Winter,22.841661646712545,6.223894836662241,Leather and Leather Goods,4474,23,414
3,Summer,35.759739124480404,2.005096615789025,Media and Entertainment,2914,18,494
1,Winter,36.97631207253039,0.619047580464438,Agriculture,1825,8,337
11,Winter,23.394812631187953,48.86887032196569,Handlooms and Handicrafts,2856,13,366
7,Monsoon,35.9115027498048,24.955299867564253,Telecommunications,3220,20,611
1,Winter,27.822177673765136,0.16587214545436546,Domestic Help,3369,18,310
4,Summer,35.403832224894764,6.571450140395688,IT and ITeS,1925,9,791
11,Winter,24.491309756387423,39.28208841377006,Media and Entertainment,1544,6,520
10,Winter,33.832813190138864,41.852025234178534,Auto and Auto Components,2500,15,515
12,Winter,23.291083634387444,47.78763625154426,Food Processing,1464,6,391
3,Summer,42.92447166346982,3.0933959845118686,"Travel, Tourism and Hospitality",4389,22,491
1,Winter,35.47801616434002,25.623936507559726,"Transportation, Logistics",3615,22,452
2,Winter,24.825418480836042,40.22517597356446,"Travel, Tourism and Hospitality",4572,21,489
9,Monsoon,37.37822649132282,65.38882289967941,Agriculture,1355,18,797
2,Winter,31.634139772600157,12.752038701567292,IT and ITeS,2050,13,830
5,Summer,41.00454992648305,1.2882989313432758,Telecommunications,4247,21,593
11,Winter,37.82237261709028,22.58341685229881,Handlooms and Handicrafts,1841,14,380
6,Monsoon,31.662545442759686,88.0797838943313,Food Processing,3823,18,399
10,Winter,24.14851348664235,34.357710279430684,Telecommunications,3016,19,619
2,Winter,41.698568469873564,41.84009510504452,Telecommunications,3276,18,616
8,Monsoon,20.071063092470286,73.39238678092244,Pharmaceuticals,2161,15,561
3,Summer,44.25185255560562,5.684612029406363,Handlooms and Handicrafts,4442,24,386
10,Winter,31.21443653896168,28.056963498177858,Electronics and IT hardware,3610,22,665
1,Winter,43.964209567410094,21.972966118124354,Agriculture,2204,9,351
12,Winter,41.13232772717552,5.5681230833222966,Electronics and IT hardware,1555,6,638
1,Winter,26.14006809246683,9.888584261445743,Beauty and Wellness,1260,9,420
6,Monsoon,40.175700228733135,55.81392690089786,"Transportation, Logistics",4098,22,472
2,Winter,44.647073141751584,1.7658965732110177,Domestic Help,4394,26,305
9,Monsoon,39.40252258803834,62.6290312572837,Leather and Leather Goods,4754,28,424
9,Monsoon,25.08638796750504,35.49535435409303,Beauty and Wellness,1396,5,400
7,Monsoon,31.452390247387168,31.405988650498237,Media and Entertainment,3420,19,513
4,Summer,46.41553440618289,0.6561472857966777,Agriculture,3401,16,367
2,Winter,29.140248190148906,15.408809632496489,Domestic Help,4768,26,308
4,Summer,38.77501286917358,7.963443721060948,Textile and Clothing,4893,25,348
1,Winter,34.097468309947736,49.94177720782238,"Transportation, Logistics",3730,22,447
11,Winter,31.474558309552215,18.49648786203503,"Transportation, Logistics",3809,21,467
11,Winter,37.866234485145284,13.37300584527667,Banking and Financial Services,4624,25,687
7,Monsoon,29.628022464523436,87.1807860388181,Food Processing,2244,12,416
1,Winter,21.776387773808068,18.74164439260414,Telecommunications,4223,23,616
10,Winter,28.939614158640488,25.109411523637565,Telecommunications,4081,23,611
2,Winter,33.2577958497073,4.5960490544090185,Beauty and Wellness,3588,22,391
7,Monsoon,35.64169018834535,33.055453049182255,Private Security Services,3428,19,395
11,Winter,29.617531931208767,44.27621542922029,Retail,4438,20,396
6,Monsoon,35.617321133112824,93.65279399931784,Electronics and IT hardware,4091,19,673
11,Winter,21.487716325526026,5.437058553800577,Private Security Services,3502,21,416
10,Winter,44.47869891880745,22.08239911820994,IT and ITeS,3510,17,801
11,Winter,40.81524890811803,34.90510045972247,Banking and Financial Services,4806,23,689
5,Summer,47.857615069129274,1.2569735691965245,Telecommunications,3194,15,622
4,Summer,39.27787525315423,8.12380192532253,Media and Entertainment,4825,27,524
2,Winter,37.00518512792415,45.351893337720384,Private Security Services,3302,21,414
4,Summer,37.4993164423671,9.580366403662087,"Building, Construction and Real Estate",2338,11,449
2,Winter,32.099466384942104,41.36860570598546,"Travel, Tourism and Hospitality",3283,19,500
10,Winter,29.33635965000388,1.5654674119113865,Auto and Auto Components,2043,14,489
3,Summer,43.11034588281725,4.367299957834051,IT and ITeS,1633,11,802
11,Winter,44.389204728118145,46.42233388983751,Leather and Leather Goods,4560,22,402
1,Winter,24.540506049890126,34.39748537822698,Food Processing,2319,10,419
8,Monsoon,43.96924435879625,96.26273017286196,Leather and Leather Goods,3057,13,419
5,Summer,38.6633200230705,7.993567300765969,IT and ITeS,3695,19,824
10,Winter,26.9436620790663,6.068868915640841,"Building, Construction and Real Estate",1826,8,460
9,Monsoon,31.792037652759948,52.39755925611775,Handlooms and Handicrafts,2130,9,369
11,Winter,28.90560052465353,11.704874329494725,Retail,1212,5,422
12,Winter,38.79548827558122,32.807247960372734,Retail,1658,8,384
10,Winter,29.53111947334917,45.88867327498598,Private Security Services,2089,9,391
4,Summer,45.122019441580754,2.0377461036374522,Pharmaceuticals,2328,15,544
6,Monsoon,43.65146499217269,32.62913933917555,Auto and Auto Components,3914,20,502
4,Summer,39.27244798493305,9.022179456909669,Food Processing,1765,8,409
2,Winter,33.57670512133198,33.95385326014837,Telecommunications,3946,18,620
8,Monsoon,25.690509351953093,25.27890559372242,Pharmaceuticals,2738,13,566
2,Winter,21.513662137661125,35.79905826041293,Agriculture,4844,27,355
9,Monsoon,20.110328526069328,59.156104862344165,Private Security Services,4100,23,409
4,Summer,35.24488922558746,5.765004707621646,Auto and Auto Components,4337,21,514
10,Winter,30.832004692715348,31.246059346223426,Auto and Auto Components,4573,26,513
5,Summer,37.59505782506484,8.167959977511538,Textile and Clothing,1897,9,352
11,Winter,35.41751487123155,5.732991165526191,Leather and Leather Goods,2728,14,409
1,Winter,32.14708282756233,23.30341288039471,Pharmaceuticals,1695,11,555
12,Winter,40.74101535737565,42.75521368173688,Telecommunications,2873,17,611
5,Summer,46.10708499017743,4.560925501895184,Healthcare,3190,26,1111
5,Summer,47.0808813626538,4.802266503842391,Healthcare,3498,39,1087
2,Winter,21.58313887871219,21.971124185922932,Private Security Services,2621,15,418
1,Winter,39.31187619613894,32.36038485084574,Private Security Services,4238,19,412
9,Monsoon,38.17482156887557,31.057892570356387,Furniture and Furnishing,4429,22,410
5,Summer,42.14235380915365,2.9351917304445974,Domestic Help,4825,24,284
12,Winter,30.402891583193288,2.84969567202023,Leather and Leather Goods,4240,22,396
3,Summer,47.426302289235785,3.3830000315915685,Furniture and Furnishing,4544,27,415
1,Winter,38.74801201802437,27.594395656979582,Agriculture,3871,21,343
2,Winter,43.69467631044238,20.01007314653448,Leather and Leather Goods,2727,14,390
5,Summer,42.719238075426354,1.8943211272214378,"Building, Construction and Real Estate",1697,6,437
6,Monsoon,36.78075422437807,79.05309094146381,Leather and Leather Goods,4252,23,422
10,Winter,37.71379547425156,31.905779684563658,Agriculture,4469,22,335
2,Winter,38.58189586459022,47.16159057309,Domestic Help,3497,19,321
1,Winter,28.34939470023887,36.56652729169069,Pharmaceuticals,2264,11,559
2,Winter,39.28018655527872,4.071991186323371,Telecommunications,1818,11,615
12,Winter,29.779368686072612,17.540852792657258,Beauty and Wellness,3884,18,405
5,Summer,40.3349766964066,0.5812971894616159,Leather and Leather Goods,4318,22,423
1,Winter,33.60075235631434,35.84680831995266,Retail,3283,15,390
7,Monsoon,43.71221235858688,37.83138496595747,Electronics and IT hardware,2184,15,656
4,Summer,44.53278522981473,6.291427393877164,Furniture and Furnishing,5000,24,393
10,Winter,39.68253533705693,36.66934298137886,Furniture and Furnishing,4001,20,408
8,Monsoon,40.80524855646672,39.343773539490144,Banking and Financial Services,1243,6,719
6,Monsoon,28.771718548783628,52.463476893810224,Media and Entertainment,4398,26,507
3,Summer,35.742089933339585,9.756812873145321,Retail,4742,24,400
5,Summer,44.535593134270854,4.873221380367739,Retail,2295,13,388
12,Winter,28.031793328699827,6.957545391134129,Food Processing,2722,18,422
8,Monsoon,25.146888633803382,43.86895787332111,Private Security Services,2378,16,386
7,Monsoon,28.400218969553688,65.94816501293597,Agriculture,3512,48,775
8,Monsoon,41.920704974090526,95.05143632078868,"Travel, Tourism and Hospitality",4261,25,496
4,Summer,45.20205310494242,5.3873455853713885,Auto and Auto Components,1687,9,495
1,Winter,20.36969965226336,40.76403197136898,Electronics and IT hardware,4962,23,675
6,Monsoon,21.15637819092137,69.34376234448246,Food Processing,3264,16,404
1,Winter,26.4812350373696,37.83781941575109,Private Security Services,3337,17,385
7,Monsoon,38.93282015322236,70.56705418722908,Textile and Clothing,2653,12,345
1,Winter,20.5412880878132,18.688682535383062,Furniture and Furnishing,3333,17,410
4,Summer,44.48860680500119,7.69504079800554,Textile and Clothing,2137,10,372
8,Monsoon,25.420511638196324,89.6023824705548,Media and Entertainment,3754,23,500
4,Summer,45.230768176124,5.264470558965348,Media and Entertainment,2848,13,516
10,Winter,37.13622229222184,15.339091260848814,Electronics and IT hardware,3433,15,652
1,Winter,22.976970533884494,0.8363960891302591,"Travel, Tourism and Hospitality",3640,16,498
7,Monsoon,29.82088842130563,21.37687353951779,Telecommunications,3594,19,603
5,Summer,37.70017118963404,8.294728625440927,Auto and Auto Components,3958,23,502
5,Summer,41.09535078263408,2.9539379124038625,Retail,1689,10,389
7,Monsoon,20.310299820650066,89.70541807906001,Agriculture,1914,31,786
3,Summer,39.95401106297537,3.6799828396955814,Electronics and IT hardware,1741,10,673
1,Winter,32.530293058618206,9.608999319841793,Media and Entertainment,3922,24,515
11,Winter,30.57367435651514,13.549763184353525,Agriculture,4596,27,355
2,Winter,32.27617155713487,18.919628942521417,Food Processing,4375,24,421
4,Summer,41.26366540810999,8.280356378064118,Healthcare,1887,8,615
2,Winter,34.4002091674673,46.765872610696526,Furniture and Furnishing,3225,18,399
11,Winter,26.84908201266747,41.77250155333508,"Travel, Tourism and Hospitality",2417,14,488
5,Summer,36.39946485624845,7.608959497670127,Furniture and Furnishing,3917,19,405
2,Winter,37.848001465653795,47.25751703742523,Auto and Auto Components,2241,11,508
6,Monsoon,35.02736792101877,46.746073116405114,"Travel, Tourism and Hospitality",3893,20,514
1,Winter,28.529397833596278,34.24417208646942,Domestic Help,1492,10,322
8,Monsoon,34.00082574751041,78.93583844049155,Telecommunications,4940,27,606
4,Summer,36.90637651905623,5.473243513824366,"Travel, Tourism and Hospitality",3377,20,524
3,Summer,37.9963029047142,1.8812146416433162,"Travel, Tourism and Hospitality",1355,7,489
9,Monsoon,37.03389475041027,86.77719836946297,Telecommunications,3820,20,603
12,Winter,40.371601120518804,39.29995126005809,Auto and Auto Components,1625,13,521
4,Summer,43.380497025916156,1.5301814156134497,Agriculture,1508,10,359
7,Monsoon,20.719087764311322,54.35249399078354,"Transportation, Logistics",1379,9,439
8,Monsoon,25.437404087399173,69.0499212490063,IT and ITeS,4466,27,812
3,Summer,42.31846046401606,4.141951646046432,Leather and Leather Goods,3521,21,386
8,Monsoon,31.03117748780953,96.77257704954683,Private Security Services,2202,13,398
8,Monsoon,30.724217797795763,56.0206708551932,"Travel, Tourism and Hospitality",4214,25,490
11,Winter,26.606181144091355,31.55341420209239,"Transportation, Logistics",4345,23,450
6,Monsoon,20.777686208760446,26.916497949949985,"Travel, Tourism and Hospitality",1278,7,498
3,Summer,44.647878809191305,0.48989586757321457,"Transportation, Logistics",1604,9,437
1,Winter,32.11857061511185,1.3792830438100034,Banking and Financial Services,1497,11,692
7,Monsoon,28.160595904983683,57.3323005522139,"Travel, Tourism and Hospitality",2958,17,490
3,Summer,43.19007470783828,8.692794790006275,Healthcare,2893,23,1078
6,Monsoon,21.428641949704236,85.05436461751171,Handlooms and Handicrafts,4812,27,404
8,Monsoon,31.024830040475273,96.28595634374312,Leather and Leather Goods,2570,10,386
8,Monsoon,23.387525296774356,74.1169423278651,Media and Entertainment,1571,10,521
1,Winter,34.959033300637984,35.12788379882669,Handlooms and Handicrafts,1015,6,372
10,Winter,31.646499459974475,18.653185765466713,Banking and Financial Services,2130,14,693
4,Summer,37.72720399608588,2.6500301183836674,Electronics and IT hardware,3895,22,646
12,Winter,27.250629115316972,44.73767704476618,Electronics and IT hardware,2268,13,671
4,Summer,35.527154989884515,4.954955486810242,"Building, Construction and Real Estate",4458,22,469
12,Winter,34.69296998337407,43.0472854103014,"Building, Construction and Real Estate",2981,14,449
7,Monsoon,41.50997551811667,70.85000309023056,"Travel, Tourism and Hospitality",3290,15,509
11,Winter,43.92116286025675,28.45536972992045,Private Security Services,2471,13,398
8,Monsoon,31.45861168008267,49.63501400099442,"Building, Construction and Real Estate",4775,24,449
9,Monsoon,20.8551039460767,83.01660778645558,Pharmaceuticals,3483,15,547
10,Winter,40.040669792343245,47.93336270597525,Handlooms and Handicrafts,3506,20,402
3,Summer,37.889602975364895,3.9894225431042174,IT and ITeS,2305,15,823
4,Summer,39.11312603058215,0.3784878967976657,Healthcare,2859,16,612
1,Winter,40.759967656696425,49.092445741686845,Handlooms and Handicrafts,4007,23,388
10,Winter,22.586224984178934,31.425061907540293,Electronics and IT hardware,3382,17,664
2,Winter,23.050750135470956,18.399780490917095,Auto and Auto Components,4871,28,515
3,Summer,41.48307545259641,8.371201136723341,Textile and Clothing,2910,15,363
7,Monsoon,22.790039853780048,23.22361415754419,"Building, Construction and Real Estate",2303,14,456
4,Summer,44.35888768423982,7.082883985065846,Domestic Help,4298,26,299
6,Monsoon,41.72921289542971,43.17209484199982,Electronics and IT hardware,3703,17,652
11,Winter,40.63699255413985,19.01980670839279,Pharmaceuticals,4133,19,536
5,Summer,43.58312686209225,6.397419096728861,Private Security Services,2766,12,402
9,Monsoon,43.94034422542546,53.78104220149296,Food Processing,4097,18,402
5,Summer,42.57778153590127,2.4476623351817652,Furniture and Furnishing,3616,23,416
11,Winter,28.202174369848677,46.147186328071996,IT and ITeS,3194,14,820
5,Summer,43.37960925647728,8.282404642471327,Pharmaceuticals,3563,17,570
1,Winter,20.38007181648505,37.92527910243922,Retail,4448,24,388
12,Winter,27.64309743096942,33.98888070652049,"Travel, Tourism and Hospitality",1962,10,493
8,Monsoon,29.399296691062965,33.809389206809726,Media and Entertainment,4824,22,509
1,Winter,26.130430369921644,19.060514160410825,Media and Entertainment,1751,8,497
9,Monsoon,35.04298491406148,27.72142165995202,Domestic Help,2869,19,284
4,Summer,44.793345763249846,7.704890885003117,Retail,2923,12,413
1,Winter,43.23720005768409,36.323630236704325,Banking and Financial Services,4854,26,690
2,Winter,23.98221236179497,9.180700662972697,Domestic Help,2366,14,311
9,Monsoon,27.231307285226467,93.81211956101207,Domestic Help,4392,23,311
8,Monsoon,24.163029114163777,87.86892536682113,Banking and Financial Services,4182,20,710
7,Monsoon,24.40996721784054,51.79477034109656,Media and Entertainment,4285,22,514
2,Winter,24.807119566359535,38.48833539472626,Auto and Auto Components,4071,22,518
10,Winter,37.883496134078065,44.61962066033542,Agriculture,4240,51,785
6,Monsoon,28.759698315600826,61.97439356709754,Electronics and IT hardware,4725,25,644
3,Summer,35.804598468738526,2.967629326422313,Media and Entertainment,3150,17,501
5,Summer,41.735819493593176,9.438662824417772,Beauty and Wellness,2249,11,423
5,Summer,39.04174657416981,8.76303754960184,Retail,3559,18,415
5,Summer,40.06426924468882,8.188650398374213,Beauty and Wellness,3437,15,407
2,Winter,31.5916188206163,9.92995894177781,"Travel, Tourism and Hospitality",3055,15,486
9,Monsoon,42.31661452197389,66.37516365822479,Healthcare,2754,28,1108
9,Monsoon,26.214210864752854,51.39695136517836,"Building, Construction and Real Estate",3318,6,195
10,Winter,25.796176205876833,38.585530078070086,Pharmaceuticals,2209,14,557
6,Monsoon,40.36861598152246,82.52365839165893,Handlooms and Handicrafts,2554,16,386
5,Summer,44.10110511149684,3.249365799455143,Domestic Help,4778,22,294
11,Winter,41.08630587864914,4.786978291031713,Leather and Leather Goods,1639,6,402
12,Winter,20.612358234662917,48.530635273180096,Food Processing,3223,14,421
8,Monsoon,37.54224641556284,56.39973531496231,Leather and Leather Goods,3521,18,387
9,Monsoon,37.22180281587084,88.93074919465421,Food Processing,1296,5,399
6,Monsoon,43.190715976877875,68.81245734076558,IT and ITeS,4028,22,790
10,Winter,39.03130829882372,11.628781968078078,Furniture and Furnishing,2443,13,392
6,Monsoon,39.16181334325428,48.721832057581295,Healthcare,2163,10,618
9,Monsoon,33.54256366747812,92.46494738112854,"Building, Construction and Real Estate",3678,8,181
3,Summer,36.07833327986969,0.8179193002953866,"Transportation, Logistics",3640,20,450
4,Summer,35.79232086770986,3.970752330061088,Handlooms and Handicrafts,4037,24,378
4,Summer,35.99741828793213,2.7848501416698532,Private Security Services,3820,19,396
10,Winter,34.62525868549682,37.90059901063068,Banking and Financial Services,1669,8,715
9,Monsoon,23.420589130516348,59.41771350264446,Beauty and Wellness,3997,20,417
4,Summer,44.19354464702259,3.3298853161485953,"Travel, Tourism and Hospitality",1831,7,495
3,Summer,45.88497322988333,4.925016094921231,Textile and Clothing,1133,8,346
12,Winter,28.46874909780734,30.707176645296503,Food Processing,4937,25,385
8,Monsoon,22.683261953834023,75.28043990732684,Private Security Services,4261,23,412
3,Summer,47.34596410329513,8.015714346956548,Food Processing,4924,25,413
4,Summer,36.990302167675665,5.301753428075038,Telecommunications,4644,25,600
6,Monsoon,31.2238651264054,92.91189173679102,Agriculture,1507,15,795
8,Monsoon,29.51067829802789,81.43667861207643,"Building, Construction and Real Estate",4198,9,170
7,Monsoon,44.79904177439792,34.20325400764281,Textile and Clothing,4116,22,364
1,Winter,37.15933840109326,49.53611672617225,Media and Entertainment,2715,12,522
12,Winter,31.83290272434902,2.3480976681697463,Textile and Clothing,3755,19,341
11,Winter,24.378164793597712,31.45483631365167,Domestic Help,4461,20,318
7,Monsoon,35.03885486048608,64.00058664452705,Leather and Leather Goods,3381,19,409
3,Summer,39.79356221172412,5.13231229745866,Leather and Leather Goods,3546,17,405
11,Winter,26.706850312752795,7.825747735057176,Agriculture,2654,15,340
4,Summer,38.821435106846025,6.042831445041108,Retail,4796,23,394
5,Summer,44.246660377370716,4.04631072399468,Textile and Clothing,4277,20,338
5,Summer,43.265140589833564,2.1158313168712963,Telecommunications,3520,20,601
5,Summer,41.86924198384538,3.1922079845304396,Electronics and IT hardware,3278,19,663
2,Winter,34.59564602693426,47.99920016862748,"Travel, Tourism and Hospitality",1275,6,516
3,Summer,44.63627614865041,7.259553316360069,Retail,1524,7,405
6,Monsoon,24.87500414701452,50.81458687614722,Textile and Clothing,2768,15,366
12,Winter,42.86391268230574,39.31286593967867,Media and Entertainment,2637,17,496
3,Summer,47.42002458816025,6.529149866852557,Healthcare,2833,30,1092
7,Monsoon,22.203877051432862,28.947202723440427,"Transportation, Logistics",1955,13,463
10,Winter,28.39114492847022,43.351051071796775,Telecommunications,2841,16,609
3,Summer,45.24578662846372,1.5286942742305787,Retail,2018,8,388
4,Summer,43.35412370998998,1.225913377427682,Leather and Leather Goods,2576,17,422
3,Summer,47.01229735440064,4.121619795968419,Banking and Financial Services,1195,5,709
10,Winter,37.24579466513801,28.164363829164728,"Transportation, Logistics",2882,16,467
9,Monsoon,29.856591344155916,37.01024595363415,Healthcare,1806,12,621
1,Winter,34.53252527097715,18.84574685031521,Furniture and Furnishing,2400,14,416
11,Winter,34.08721647393057,9.755963898783893,Healthcare,4217,21,609
3,Summer,36.00991146835021,9.85645508569942,Banking and Financial Services,3931,20,705
2,Winter,31.05790202508986,3.2736119668630828,"Transportation, Logistics",1987,11,435
9,Monsoon,39.90389987474204,79.68750450249739,Healthcare,2467,19,1084
12,Winter,32.967201367584735,10.294933954491814,Domestic Help,4525,23,320
2,Winter,21.949949966783123,0.3064118787098058,Food Processing,4585,24,414
5,Summer,45.17469981507729,4.900179057584251,Banking and Financial Services,2380,16,716
3,Summer,39.52391891008326,9.075310518616273,"Travel, Tourism and Hospitality",4082,22,497
9,Monsoon,21.124259595033855,80.68950400413281,"Travel, Tourism and Hospitality",2039,14,490
9,Monsoon,42.202588684768315,65.69534046544781,Auto and Auto Components,4939,28,497
2,Winter,44.51281330640462,39.7115698840809,Banking and Financial Services,3311,15,722
5,Summer,42.52751527641587,0.7630262260124865,Private Security Services,1723,8,420
7,Monsoon,40.059878807490314,33.866239825982305,Textile and Clothing,2107,14,343
9,Monsoon,23.813579468933327,69.42793580424805,Leather and Leather Goods,4817,27,385
5,Summer,37.8991170535082,6.113430201949645,Banking and Financial Services,3700,19,703
7,Monsoon,44.14076359708017,82.09602370378236,Banking and Financial Services,4455,27,690
10,Winter,20.68679686939491,8.730786833736449,Leather and Leather Goods,2015,8,399
9,Monsoon,39.517057207877976,91.73176834377992,Handlooms and Handicrafts,1310,6,370
11,Winter,23.431096188380558,21.636200080703233,"Building, Construction and Real Estate",1959,11,461
8,Monsoon,35.53649000115763,90.33577354217786,Food Processing,3101,17,386
9,Monsoon,38.870078024938934,52.376502140167545,"Transportation, Logistics",2908,12,456
9,Monsoon,43.532834791195036,83.53587370957503,Handlooms and Handicrafts,3686,20,377
8,Monsoon,33.99838458278606,96.38196715708419,Furniture and Furnishing,1140,5,419
5,Summer,46.73129677010185,0.6948770077293964,"Travel, Tourism and Hospitality",1098,8,500
2,Winter,27.063370063254265,18.820731027768893,Textile and Clothing,1715,9,343
12,Winter,30.617292043493595,9.303053869353045,Domestic Help,4976,26,317
11,Winter,31.75529667406594,9.940110136537294,Leather and Leather Goods,1197,4,411
4,Summer,44.148624746273974,1.22698052386228,Domestic Help,4018,25,322
3,Summer,45.15604152583317,9.327236960500295,Handlooms and Handicrafts,2098,11,366
5,Summer,36.758297750909556,3.0803351671317394,Domestic Help,4890,22,314
8,Monsoon,42.98916760399784,52.10286467604399,"Transportation, Logistics",2027,9,448
2,Winter,32.895245585099026,4.789911792912505,Telecommunications,1796,10,611
6,Monsoon,22.174512025313454,32.08429950533542,Handlooms and Handicrafts,2465,11,382
12,Winter,40.63083402074774,6.939737783464689,Handlooms and Handicrafts,4217,21,366
4,Summer,46.64655887747075,6.31178221589622,Electronics and IT hardware,1284,9,659
8,Monsoon,31.877936267146346,35.39125592321378,Banking and Financial Services,3766,19,689
1,Winter,32.98695963461213,19.360210966719816,"Travel, Tourism and Hospitality",1572,11,507
8,Monsoon,40.626686597789444,77.55060167224252,Pharmaceuticals,3981,20,552
9,Monsoon,40.336483089478975,91.70868189459868,Private Security Services,2013,12,418
7,Monsoon,23.92142795889643,93.42199233297669,Pharmaceuticals,3232,20,543
7,Monsoon,21.040419098097242,37.22631124273583,Textile and Clothing,1601,12,346
5,Summer,37.028990544806014,3.973762099193782,Handlooms and Handicrafts,1936,10,389
8,Monsoon,33.66399943880866,89.05509577359179,Media and Entertainment,3653,20,488
6,Monsoon,22.3458558196662,35.181854699777936,Banking and Financial Services,1247,7,688
2,Winter,36.078674358236356,2.8422208791350267,Electronics and IT hardware,1537,7,673
7,Monsoon,28.693391480676993,60.81307590864232,Pharmaceuticals,4116,18,534
11,Winter,33.61960939789306,10.307427037176092,Telecommunications,4650,25,594
11,Winter,42.302650073619695,1.0385587551848707,IT and ITeS,1900,8,818
5,Summer,35.18788283751879,8.95989023359686,Furniture and Furnishing,1642,11,405
7,Monsoon,43.34271710781417,47.024653768751044,Domestic Help,2891,15,289
10,Winter,37.397122216222584,43.67153656216758,Furniture and Furnishing,2004,14,399
12,Winter,39.69209236790107,4.153170218166946,Beauty and Wellness,3836,20,414
5,Summer,42.98580081336778,0.5936973011128754,Media and Entertainment,2387,11,486
10,Winter,32.00262175135444,13.106186343195963,IT and ITeS,2873,13,789
10,Winter,21.93879734905104,49.508253013405074,Beauty and Wellness,1263,11,407
11,Winter,33.886953058211546,40.22774326938519,Domestic Help,2715,17,313
10,Winter,42.67398900725388,44.385064191268135,Electronics and IT hardware,4732,28,660
1,Winter,35.832838203768375,19.441177632412327,Auto and Auto Components,2171,11,503
8,Monsoon,25.9273717806382,20.61510746815676,Retail,3164,20,403
11,Winter,26.97458425896805,19.762408447724162,Telecommunications,2786,12,622
7,Monsoon,22.781948570937825,75.95465299562505,Electronics and IT hardware,4689,22,654
7,Monsoon,31.030520502168912,29.334413884180695,Retail,3841,17,406
1,Winter,42.29299916418961,28.64138092965706,IT and ITeS,2258,10,813
1,Winter,36.95654695948569,33.141468211058545,Auto and Auto Components,4972,29,505
2,Winter,29.402347049458996,26.986331117486824,Electronics and IT hardware,1153,5,645
3,Summer,47.371594075188916,9.950085845855739,Healthcare,3433,32,1116
12,Winter,23.429347281713824,43.04751884209133,Electronics and IT hardware,1411,7,638
4,Summer,40.55296113501735,2.2403405469635773,"Building, Construction and Real Estate",2077,13,475
9,Monsoon,34.52682274238771,61.39459019606811,Handlooms and Handicrafts,4630,26,384
9,Monsoon,40.80767820962092,28.22790880711535,Retail,1286,6,394
5,Summer,38.66845157239252,2.0322305877487414,"Building, Construction and Real Estate",2754,17,449
4,Summer,36.42266346495788,6.08377614453987,Healthcare,2975,16,598
3,Summer,43.82632640339426,9.925391145686135,Telecommunications,2906,19,625
1,Winter,20.793810414439626,12.821995522652147,IT and ITeS,3503,21,821
4,Summer,36.72944900532674,4.96820764029157,Furniture and Furnishing,4530,25,404
4,Summer,47.63475296551354,0.3780652302737675,Domestic Help,4509,23,320
11,Winter,20.406279087565263,37.249951066444595,Electronics and IT hardware,2892,16,672
4,Summer,47.31125534702897,6.248010387380366,Healthcare,3318,33,1095
10,Winter,38.279126454586674,13.56263109722856,Furniture and Furnishing,3854,20,421
10,Winter,20.27006241116617,24.66276001533686,Handlooms and Handicrafts,4460,26,376
10,Winter,44.32026277211837,25.918631504183182,Beauty and Wellness,3329,18,418
11,Winter,27.036217262498038,3.4692927310836117,Agriculture,3667,22,346
8,Monsoon,27.508856026990845,85.79071965553906,Pharmaceuticals,3790,18,568
7,Monsoon,30.84495380809074,72.74394284691087,"Transportation, Logistics",1929,13,471
